Bathrooms,Bedrooms,Fireplaces Total,Lot Square Footage,Parking Covered Total,Square Footage,Square Footage Unfinished,Year Built,Age,Original Price,City,Selling Price
2.5,4,3,15056,3,2710,0,1990,31,1149000,5,1150000
2.5,4,2,13729,2,2600,0,1990,31,1149000,5,1155000
2.5,5,2,35235,3,3350,0,1990,31,1250000,5,1335000
2.5,3,2,7296,3,2570,0,1991,30,1118000,1,1195000
2.5,4,1,4510,2,2160,0,1991,30,878000,5,885000
2.5,3,2,9553,2,2550,0,1991,30,1050000,5,980000
2.5,4,2,10072,3,2500,0,1991,30,1138000,5,1150000
2.5,3,2,12237,3,3050,0,1991,30,1190000,5,1220000
2.5,4,2,9465,3,3130,0,1992,29,1150000,1,1088000
2.5,4,2,7456,3,2778,0,1992,29,1145000,1,1125000
2.5,4,2,13982,3,3280,0,1992,29,1300000,1,1250000
2.5,3,2,11461,2,2360,0,1992,29,1175000,5,1060000
2.5,3,2,8901,3,2450,0,1992,29,1190000,5,1092000
2.5,4,2,9972,3,2900,0,1993,28,1225000,1,1200000
2.5,3,2,8053,3,2430,0,1993,28,990000,5,990000
2.5,4,3,9002,2,2720,0,1993,28,1098000,5,1104000
2.5,3,1,10968,3,2430,0,1994,27,995000,1,1011000
2.5,4,3,10848,3,3190,0,1994,27,1145000,1,1135000
2.5,4,2,11639,3,3210,800,1994,27,1274900,1,1175000
2.5,4,1,14867,3,3460,0,1994,27,1250000,1,1242500
2.5,5,2,14017,3,3760,0,1994,27,1398000,1,1305000
2.5,4,2,9426,3,3480,0,1994,27,1585000,1,1585000
2.5,4,1,7783,2,2150,0,1994,27,850000,1,825000
2.5,4,2,8891,3,3320,0,1994,27,1325000,1,1250000
2.5,3,1,7541,2,2290,0,1994,27,985500,5,985500
2.5,4,2,11232,3,2650,0,1995,26,1050000,1,985000
2.5,3,2,16454,2,2550,0,1995,26,1099000,1,1050000
2.5,3,2,9174,3,2470,0,1995,26,1100000,1,1100000
2.5,4,2,22106,3,3516,0,1995,26,1450000,1,1365000
2.5,3,1,21477,3,3450,0,1995,26,1199000,1,1385000
2.5,4,2,7568,3,3418,0,1995,26,1500000,1,1400000
2.5,3,2,16088,3,3650,0,1995,26,1683000,1,1630000
2.5,4,2,13663,3,3350,0,1995,26,1800000,1,1880000
2.5,3,1,834977,1,1518,0,1995,26,750000,5,740000
2.5,4,2,16877,4,3800,0,1996,25,1425000,1,1425000
2.5,3,1,6280,2,1710,0,1996,25,780000,5,695000
2.5,2,1,3762,2,1760,0,1996,25,719950,5,740000
2.5,2,1,3267,2,1760,0,1996,25,730000,5,752000
2.5,3,1,12145,3,2460,0,1996,25,989950,5,1016000
2.5,4,1,12651,3,2320,0,1997,24,950000,5,950000
2.5,4,2,9649,3,4610,1140,1997,24,1279800,5,1200000
2.5,3,1,436598,2,1879,0,1998,23,688000,1,688000
2.5,4,1,7262,2,2570,0,1998,23,1175000,1,1108000
2.5,4,2,10684,3,3600,0,1998,23,1398000,1,1305000
2.5,3,1,3024,2,1530,470,1998,23,762000,1,861000
2.5,3,3,6753,3,2580,0,1998,23,1200000,1,1150000
2.5,4,2,9839,2,2730,2730,1998,23,1280000,5,1431000
2.5,5,2,7677,3,3387,0,1998,23,1450000,1,1465000
2.5,2,1,4000,2,1950,0,1999,22,820000,1,820000
2.5,4,1,4504,2,3100,0,1999,22,1029000,1,1015000
2.5,4,1,9481,2,2960,0,1999,22,1248500,1,1255000
2.5,3,2,5795,2,2200,0,1999,22,1229000,1,1158000
2.5,4,2,10018,6,3520,840,2000,21,1450000,1,1450000
2.5,4,2,9729,3,3680,760,2000,21,1748800,1,1608800
2.5,4,2,5884,2,2620,0,2000,21,1128000,1,1175000
2.5,3,2,4676,2,3160,0,2000,21,1475000,5,1500000
2.5,3,2,10472,2,3360,0,2000,21,1199950,5,1200000
2.5,4,1,6485,2,2290,0,2001,20,1100000,1,980000
2.5,3,1,2578,2,1756,0,2001,20,924999,1,920000
2.5,4,2,6601,2,3290,0,2001,20,1275000,5,1285000
2.5,3,1,1500,2,2157,0,2001,20,1849000,1,1800000
2.5,3,2,4677,2,2200,0,2001,20,849950,5,800000
2.5,3,1,4250,3,2574,0,2001,20,1025000,5,1018000
2.5,4,3,8122,3,3480,0,2001,20,1350000,5,1350000
2.5,3,1,4569,2,2100,0,2002,19,995880,5,1030000
2.5,4,2,7465,3,3520,0,2003,18,1220000,1,1225000
2.5,4,0,14103,2,3697,0,2003,18,1400000,1,1250000
2.5,4,1,9918,3,2805,0,2004,17,988000,1,988000
2.5,4,1,6147,3,2410,0,2004,17,899999,5,961000
2.5,3,1,4061,2,2250,0,2004,17,1089000,5,1110000
2.5,4,1,7902,2,2660,0,2004,17,1120000,5,1120000
2.5,3,1,7311,2,2540,0,2004,17,1100000,5,1151000
2.5,4,1,9900,3,3880,0,2005,16,1000000,1,1000000
2.5,3,1,2773,2,1990,0,2005,16,849998,5,865000
2.5,3,1,3500,2,1770,0,2005,16,870000,5,890100
2.5,4,1,3220,2,1840,0,2005,16,897000,5,950000
2.5,4,1,4716,2,2138,430,2005,16,1098000,5,1098000
2.5,4,1,4706,2,2716,0,2005,16,1079000,5,1204500
2.5,4,1,4384,2,2770,0,2005,16,1285000,5,1285000
2.5,4,1,3955,2,2470,0,2005,16,985000,5,1020000
2.5,3,1,5100,2,2245,0,2005,16,1049900,5,1105000
2.5,4,2,8262,2,2860,0,2005,16,1149950,5,1105000
2.5,4,1,6637,3,3100,0,2005,16,1150000,5,1138000
2.5,4,1,5778,2,3520,0,2005,16,1199950,5,1180000
2.5,4,2,6924,3,3100,0,2005,16,1200000,5,1200000
2.5,4,1,10000,2,2620,0,2006,15,845000,1,828000
2.5,4,1,7200,3,3031,0,2006,15,1376000,1,1376000
2.5,4,1,4824,3,2916,0,2006,15,1100000,5,1080000
2.5,4,1,4618,2,2630,0,2006,15,1057000,5,1061500
2.5,4,1,6109,2,2160,0,2007,14,955000,5,820000
2.5,4,1,3776,2,2510,0,2007,14,998000,5,1000000
2.5,4,1,4196,2,2460,0,2007,14,980000,5,1020000
2.5,3,1,1975,2,2020,0,2007,14,1198800,1,1295000
2.5,4,0,15030,3,3480,0,2007,14,1550000,1,1455000
2.5,3,2,5450,2,2625,0,2008,13,1000000,5,1101000
2.5,4,2,7352,2,3340,0,2008,13,1250000,5,1265000
2.5,4,2,7677,2,3335,0,2008,13,1296000,5,1296000
2.5,4,1,5427,3,3050,0,2008,13,1168000,5,1140000
2.5,4,1,4209,2,2620,0,2010,11,1000000,1,1096000
2.5,4,1,3977,2,2723,0,2010,11,1050000,5,1050000
2.5,4,1,6664,3,2710,0,2010,11,1080000,5,1090000
2.5,4,1,3932,2,2611,0,2011,10,1138800,1,1100000
2.5,4,1,4480,2,2000,0,2011,10,889990,5,882000
2.5,4,1,5913,2,2580,0,2011,10,1050000,5,1030000
2.5,4,1,8713,3,3552,0,2012,9,1519000,1,1460000
2.5,3,1,3980,2,1980,0,2012,9,899000,5,899000
2.5,3,1,7664,1,2153,0,2013,8,1128888,1,1180000
2.5,3,1,4235,2,2000,0,2013,8,899000,5,905000
2.5,4,1,4850,2,2684,0,2013,8,1138000,5,1138000
2.5,3,1,4395,2,3560,0,2013,8,1279880,5,1170000
2.5,3,1,4030,2,2580,0,2014,7,1000000,5,1055000
2.5,4,0,11700,3,3950,0,2015,6,1889000,5,1770000
2.5,2,1,977,2,1895,224,2015,6,788800,5,765000
2.5,3,1,2880,2,2018,0,2015,6,950000,5,953000
2.5,3,1,4229,2,2583,0,2016,5,1100000,5,1185000
2.5,4,1,5682,2,2898,0,2016,5,1179000,5,1140000
2.5,3,1,5866,2,2550,0,2018,3,1150000,1,1115000
2.5,3,1,8452,2,2971,0,2018,3,1274900,5,1138900
2.5,4,1,7703,3,3021,0,2019,2,1359990,5,1323880
2.75,4,2,20006,4,3051,0,1951,70,1895000,2,1803000
2.75,4,2,8276,0,2336,0,1952,69,1598800,1,1520000
2.75,5,0,19300,1,2160,0,1956,65,1098000,1,930000
2.75,3,1,12005,2,2260,0,1956,65,1150000,1,1280000
2.75,4,2,8250,2,1820,0,1958,63,819000,1,838000
2.75,4,2,9960,2,3890,0,1958,63,1290000,1,1353000
2.75,4,0,13700,1,2610,0,1959,62,1050000,1,910000
2.75,5,2,8550,2,3160,0,1959,62,1398000,6,1300000
2.75,3,2,7204,2,2000,0,1960,61,795000,1,763000
2.75,5,2,8426,2,2740,0,1960,61,949999,1,950000
2.75,3,2,9137,2,2760,0,1960,61,1095000,1,1010000
2.75,5,2,8545,2,2380,0,1960,61,1350000,1,1230000
2.75,4,2,11815,2,3170,3170,1960,61,1389950,1,1389950
2.75,3,2,8400,2,2045,0,1961,60,779950,1,755000
2.75,5,2,11859,2,3180,0,1961,60,1000000,1,1025000
2.75,4,2,9100,2,2800,0,1961,60,1088000,1,1080000
2.75,4,2,8362,1,2160,0,1961,60,800800,1,720000
2.75,4,2,8742,2,3150,0,1962,59,1400000,1,1450000
2.75,4,2,7700,1,2020,0,1962,59,849950,1,770000
2.75,3,2,7405,2,2030,0,1962,59,1050000,1,1111000
2.75,6,2,10000,2,2560,0,1962,59,1100000,1,1175000
2.75,4,2,9362,2,2310,0,1963,58,775000,1,715000
2.75,5,2,11277,2,3288,0,1963,58,1399950,1,1375000
2.75,5,2,12743,2,2560,0,1963,58,889988,1,889988
2.75,4,0,7000,1,1800,0,1963,58,1049000,5,950000
2.75,5,2,11250,2,2580,0,1963,58,999000,1,970000
2.75,5,2,25711,2,2620,0,1963,58,1250000,1,1240000
2.75,4,1,7414,2,2000,0,1964,57,795000,1,796500
2.75,5,2,9600,2,2980,0,1964,57,1125000,1,1030000
2.75,5,0,9793,1,2940,0,1964,57,888000,1,823000
2.75,4,0,12094,2,2010,0,1964,57,849000,1,820000
2.75,4,2,9605,2,2390,0,1964,57,899900,1,870000
2.75,4,2,12730,2,2620,0,1964,57,925000,1,975000
2.75,5,2,11915,2,3220,0,1965,56,1092500,1,1092500
2.75,4,1,8440,2,2070,0,1965,56,1250000,1,1275000
2.75,4,2,8396,2,1540,150,1965,56,749000,1,749000
2.75,4,2,7700,2,2080,0,1965,56,850000,1,887000
2.75,5,1,8910,2,2950,0,1965,56,997800,1,960000
2.75,5,1,8480,2,2960,0,1965,56,925000,1,980000
2.75,5,2,13193,2,2700,120,1966,55,800000,1,810000
2.75,4,2,13050,2,2920,210,1966,55,900000,1,890000
2.75,5,3,10890,2,2580,0,1966,55,1430000,1,1370000
2.75,3,2,13395,2,2230,0,1966,55,1498000,1,1400000
2.75,5,2,20176,2,2710,0,1966,55,1750000,2,1660000
2.75,3,2,7632,1,1920,0,1966,55,825000,1,780000
2.75,4,2,8480,2,2205,0,1966,55,947000,5,926000
2.75,6,0,8910,2,2720,0,1966,55,941800,1,930000
2.75,5,2,7600,2,2270,0,1966,55,924950,1,971000
2.75,5,1,8850,2,2520,0,1966,55,998000,1,998000
2.75,4,2,9730,2,2660,0,1966,55,949950,5,1009200
2.75,5,1,10005,2,3830,0,1966,55,1164000,1,1164000
2.75,4,2,9375,2,3620,0,1966,55,1350000,1,1200000
2.75,5,0,8856,2,2210,0,1966,55,820000,5,830000
2.75,5,2,10088,2,2230,0,1966,55,650000,5,650000
2.75,4,2,60163,2,3420,0,1966,55,1398000,1,1398000
2.75,4,2,8750,2,2500,0,1967,54,799997,1,780000
2.75,4,2,12918,2,2360,0,1967,54,850000,1,850000
2.75,4,2,11079,2,3110,463,1967,54,1325000,1,1345000
2.75,4,1,14000,2,3210,0,1967,54,1199900,1,1199900
2.75,4,1,9750,2,2790,580,1967,54,1070000,5,1045000
2.75,5,2,20025,2,3000,0,1967,54,950000,1,1052000
2.75,4,2,8460,1,1870,0,1967,54,888000,5,890000
2.75,4,2,9625,2,2260,0,1968,53,925000,1,875000
2.75,5,2,17300,2,3026,0,1968,53,1400000,1,1330000
2.75,4,0,7200,2,2166,0,1968,53,965000,5,915000
2.75,5,2,12054,2,2550,0,1968,53,1050000,5,1050000
2.75,4,2,8800,2,2940,0,1968,53,1125000,1,1075000
2.75,4,2,6825,1,2300,0,1968,53,789900,5,740000
2.75,4,0,7350,1,1870,0,1968,53,845000,5,860000
2.75,4,2,35951,2,3244,0,1968,53,1350000,1,1350000
2.75,4,2,10411,2,3292,78,1969,52,1500000,1,1400000
2.75,4,2,7600,2,2040,0,1969,52,820000,5,820000
2.75,4,2,9428,2,3010,0,1970,51,1500000,1,1635000
2.75,4,2,13188,4,2800,0,1970,51,1025000,1,980000
2.75,4,2,37473,2,3170,0,1970,51,1200000,1,1225000
2.75,5,2,35263,2,4420,0,1970,51,1498000,1,1511270
2.75,4,3,11108,2,2700,0,1971,50,1250000,1,1245100
2.75,4,3,8098,2,2460,0,1971,50,899950,1,917500
2.75,4,3,10000,2,3007,0,1971,50,1385000,1,1450000
2.75,5,2,9606,2,3400,0,1971,50,1099888,1,1050000
2.75,4,2,13100,4,2635,0,1972,49,1290000,1,1230000
2.75,5,2,12579,2,2450,0,1972,49,825000,5,835000
2.75,4,1,12500,2,2340,0,1972,49,925000,5,1011000
2.75,5,3,35821,2,3610,0,1972,49,1649000,1,1525000
2.75,3,3,17461,2,3927,0,1972,49,1550000,1,1729500
2.75,4,2,10200,2,2470,0,1973,48,1090000,1,1028200
2.75,5,3,13717,2,3530,0,1973,48,1499900,1,1623500
2.75,4,2,11600,2,2270,0,1974,47,950000,1,850000
2.75,4,2,7546,2,2230,0,1974,47,948000,1,948000
2.75,5,2,9450,2,2260,0,1974,47,850000,5,850000
2.75,5,2,9240,2,2720,0,1975,46,1115000,5,1115000
2.75,6,2,10925,2,3690,0,1975,46,1250000,5,1180000
2.75,6,2,11115,2,2270,0,1975,46,899950,5,905000
2.75,3,2,13469,2,1900,0,1976,45,799000,1,799000
2.75,6,2,7945,2,3009,0,1976,45,895000,1,917500
2.75,5,3,11300,2,3040,0,1976,45,1398000,1,1410000
2.75,4,1,13668,2,2320,0,1976,45,965000,5,947500
2.75,4,1,12500,2,2510,0,1976,45,1100000,5,1092888
2.75,4,2,10500,2,2240,0,1976,45,845000,5,890000
2.75,5,2,10860,2,2920,0,1977,44,875000,1,790000
2.75,3,2,13500,2,2360,0,1977,44,1000000,1,880000
2.75,4,2,10454,2,2870,0,1977,44,1150000,1,1250000
2.75,4,2,9000,2,2090,0,1977,44,925000,5,875000
2.75,3,1,15960,2,1800,0,1977,44,940000,1,941000
2.75,4,2,7200,2,2320,0,1977,44,830000,5,770000
2.75,4,2,10492,2,2770,0,1977,44,915000,5,890000
2.75,3,2,65775,1,2740,600,1977,44,899950,5,1080000
2.75,3,1,11211,2,2390,0,1978,43,755000,1,685000
2.75,4,2,8666,2,2270,0,1978,43,799950,1,768000
2.75,4,2,8470,2,2490,0,1978,43,1075000,1,1014000
2.75,5,2,12017,2,3250,0,1978,43,1300000,1,1300000
2.75,4,2,13921,2,2250,0,1978,43,1098888,1,939000
2.75,4,2,21144,3,2810,0,1978,43,980000,1,980000
2.75,4,2,9583,2,2270,0,1978,43,899000,5,892000
2.75,4,2,8700,2,3040,0,1979,42,998000,1,900000
2.75,3,1,10257,2,1920,0,1979,42,948888,1,948888
2.75,4,2,10300,2,3000,0,1979,42,1200000,1,1150000
2.75,4,2,9574,2,3050,0,1979,42,1329000,1,1300000
2.75,4,2,36654,2,3010,0,1979,42,900000,1,1075000
2.75,3,1,36400,3,2610,0,1979,42,1099000,1,1099000
2.75,4,1,53578,2,2520,0,1979,42,990000,5,870000
2.75,4,2,15300,2,2940,0,1980,41,1090000,1,1090000
2.75,4,2,10425,2,2100,0,1980,41,895000,5,885000
2.75,4,2,8928,2,2570,0,1980,41,925000,5,939250
2.75,4,1,7350,2,1650,650,1980,41,779950,5,765000
2.75,4,3,16164,2,2900,0,1982,39,1700000,2,1712000
2.75,3,2,15912,2,2330,0,1982,39,929000,5,915000
2.75,4,1,9350,2,2550,0,1983,38,1199888,1,1140000
2.75,3,1,22054,2,2690,0,1983,38,1200000,1,1150000
2.75,4,2,11496,2,2337,0,1983,38,899500,5,843000
2.75,4,2,76230,2,2400,0,1983,38,875000,5,865000
2.75,4,2,17577,2,2830,0,1984,37,1200000,5,1258000
2.75,4,1,8534,2,2130,0,1984,37,860000,5,900000
2.75,4,1,10346,2,2183,0,1985,36,889875,5,869000
2.75,4,2,8386,2,2300,0,1985,36,800000,5,800000
2.75,4,2,10620,2,3820,1150,1986,35,1488500,1,1488500
2.75,3,0,20050,0,1620,0,1986,35,775000,1,765000
2.75,3,0,6481,3,2280,0,1987,34,938880,1,938888
2.75,4,2,7875,3,2960,0,1992,29,1175000,1,1185000
2.75,4,0,12781,3,2630,0,1992,29,1150000,1,1234700
2.75,3,1,6000,2,2130,0,1992,29,1500000,1,1325000
2.75,4,4,15957,3,3480,0,1996,25,1599900,1,1515000
2.75,5,2,10450,3,3010,0,1996,25,1199950,5,1180000
2.75,4,2,9265,3,2956,0,1997,24,1175000,5,1165000
2.75,4,2,9000,2,2950,0,1998,23,1250000,5,1292100
2.75,4,1,8588,3,3050,0,2001,20,949990,1,920880
2.75,5,1,6635,2,2430,0,2001,20,1159000,1,1070000
2.75,3,1,6693,3,2760,0,2001,20,1325000,1,1425000
2.75,3,1,3393,2,1830,0,2003,18,699950,1,680000
2.75,5,2,7467,3,3196,0,2003,18,1250000,5,1265000
2.75,5,1,6955,3,2930,0,2006,15,1175000,5,1232000
2.75,4,2,66211,3,3560,0,2006,15,1315000,5,1307500
2.75,5,1,5305,2,2830,0,2007,14,1040000,5,1078000
2.75,5,2,10200,3,3300,0,2008,13,1350000,1,1355000
2.75,4,1,5686,3,3490,0,2009,12,1278000,5,1303500
2.75,5,1,5815,3,2950,0,2011,10,1400000,5,1300000
2.75,5,1,4681,3,3200,0,2012,9,1279950,5,1290000
2.75,5,3,9726,3,3810,0,2013,8,1550000,1,1445000
2.75,5,2,7305,3,3810,0,2013,8,1528888,1,1490000
2.75,5,1,5103,3,3058,0,2013,8,1495000,5,1480000
2.75,5,1,4259,2,2651,0,2013,8,1100000,5,1100000
2.75,5,1,4259,2,2651,0,2013,8,1100000,5,1100000
2.75,5,1,5779,2,3010,0,2014,7,1060000,1,940000
2.75,5,1,7232,2,3143,0,2015,6,1399950,5,1320000
2.75,5,1,17695,2,3260,0,2016,5,1689000,1,1700000
2.75,5,1,4144,2,3190,0,2017,4,1395000,5,1375000
2.75,4,1,5035,2,2790,0,2018,3,1225000,5,1170000
2.75,4,1,5230,2,2788,0,2018,3,1079900,5,1074340
2.75,4,1,5035,2,2746,0,2018,3,1279900,5,1260900
2.75,4,1,5555,3,3012,0,2018,3,1325990,5,1349990
2.75,4,1,6682,2,3290,0,2018,3,1399900,5,1350000
2.75,4,1,7053,2,3290,0,2018,3,1424900,5,1375000
2.75,4,1,6559,2,3214,0,2019,2,1588888,5,1597000
2.75,4,1,6559,2,2963,0,2019,2,1650000,5,1637500
2.75,4,1,6473,2,3214,0,2019,2,1650000,5,1650000
2.75,5,1,3750,2,2776,0,2019,2,1349950,5,1152000
3,4,2,17300,1,2720,0,1950,71,1298000,1,1253000
3,3,2,15520,2,3050,590,1951,70,1595000,1,1595000
3,4,2,15210,2,3400,0,1951,70,1895000,1,1690000
3,5,2,9428,2,2430,0,1952,69,1895000,1,1860000
3,4,1,9350,2,2150,440,1954,67,1198750,1,1075000
3,4,2,8000,2,2470,0,1956,65,1173250,1,1150000
3,4,4,20794,3,4180,780,1958,63,1899000,1,1850000
3,4,1,11560,2,1830,0,1960,61,974950,1,924950
3,5,2,8560,2,2680,0,1960,61,899950,1,880000
3,5,2,10000,2,3900,0,1961,60,1425000,1,1370000
3,6,2,10880,2,2580,0,1961,60,924999,1,951000
3,4,2,11145,2,3199,0,1962,59,1328000,1,1200000
3,4,2,9100,2,2220,0,1962,59,1329950,1,1315000
3,7,0,8250,0,2200,0,1963,58,525000,1,655000
3,4,1,15873,2,2600,0,1964,57,1195000,1,1250000
3,4,2,15086,2,2940,0,1965,56,2395000,6,1920000
3,4,2,8767,2,2600,0,1965,56,1186000,1,1186000
3,6,3,10393,2,3930,0,1965,56,1180000,5,1230000
3,4,3,10700,3,2830,0,1966,55,875000,1,910000
3,5,2,19093,2,2650,150,1966,55,1100000,1,1080000
3,4,1,7350,2,2080,0,1967,54,800000,1,850000
3,4,1,8035,2,1960,0,1967,54,918000,1,900000
3,5,1,9933,2,3120,200,1967,54,1180000,1,1208000
3,5,2,9849,4,2510,0,1969,52,1395000,1,1400000
3,4,0,8267,2,2320,0,1972,49,1049950,1,934000
3,4,2,9800,2,2888,0,1973,48,1100888,1,1180000
3,4,2,12000,2,2420,0,1974,47,959000,1,935000
3,4,2,11700,2,3085,0,1974,47,1546600,1,1546600
3,5,2,11761,2,2170,0,1974,47,875000,1,922000
3,5,2,10801,2,2670,0,1974,47,950000,5,955000
3,4,2,38980,2,3610,0,1974,47,1800000,1,1865000
3,4,2,11212,2,2820,0,1975,46,1049990,5,930000
3,4,2,10078,2,2700,0,1976,45,1100000,1,1035000
3,5,2,15500,2,3570,170,1976,45,1500000,1,1698000
3,4,2,8360,2,2357,0,1976,45,900000,5,900000
3,4,1,10763,2,3480,0,1977,44,895000,5,850000
3,4,2,10400,2,2900,0,1977,44,998000,1,975000
3,6,2,14800,4,3290,0,1977,44,1188000,1,1188000
3,4,1,9470,2,2750,0,1978,43,999000,1,1110000
3,5,2,9751,2,2890,0,1978,43,1288888,1,1247000
3,4,2,17674,2,2810,0,1978,43,915000,5,910000
3,4,2,9991,2,2510,0,1978,43,989000,5,1000000
3,4,2,9080,2,3180,0,1979,42,1198888,1,1198888
3,4,3,35000,2,3500,0,1979,42,1689500,1,1520000
3,4,2,10754,2,2810,150,1980,41,1268800,1,1240000
3,5,2,24011,2,3970,450,1980,41,1849999,1,1301000
3,4,1,10295,2,2633,0,1980,41,979000,5,915000
3,5,3,39960,3,3520,0,1980,41,1575000,1,1560000
3,4,1,19662,2,2000,0,1981,40,849000,1,902000
3,4,4,15079,4,3620,0,1983,38,965000,1,960000
3,4,1,7837,2,2528,0,1984,37,850000,5,865000
3,4,3,35606,3,3900,0,1985,36,1250000,5,1250000
3,4,2,10067,2,3240,0,1986,35,1555000,1,1544250
3,4,1,9540,2,3300,0,1986,35,1225000,5,1330000
3,3,1,22168,2,2280,0,1986,35,740000,5,550000
3,3,1,11400,2,2985,0,1987,34,1495000,1,1495000
3,4,3,28770,3,5014,0,1988,33,1835000,5,1750000
3,5,2,16211,3,2940,0,1989,32,1199950,1,1100000
3,4,2,10852,2,3190,0,1989,32,1250000,1,1350000
3,4,2,12136,3,3280,0,1993,28,1365000,1,1188000
3,4,2,9371,3,2710,0,1995,26,1195000,1,1160000
3,3,1,49279,3,3650,0,2002,19,1650000,1,1333000
3,5,1,9976,2,4416,0,2005,16,1988000,1,1450000
3,5,1,4850,2,3415,0,2013,8,1295000,5,1199000
3,4,2,5037,2,3601,0,2014,7,1730000,5,1699988
3,4,1,9282,2,2842,0,2015,6,1298000,5,1285000
3,5,1,5923,2,3300,0,2016,5,1425000,5,1283000
3,4,1,75491,2,2097,0,2017,4,995000,1,995000
3,4,0,1384,2,2167,0,2017,4,950000,5,910000
3,5,1,4947,2,3312,0,2017,4,1350000,5,1270000
3,4,1,7197,2,3035,0,2019,2,1544995,5,1588932
3,4,1,7110,2,3322,0,2019,2,1609995,5,1655130
3,4,1,7097,2,3322,0,2019,2,1673995,5,1662545
3,3,0,1394,2,1835,0,2019,2,874900,5,870000
3,3,0,1394,2,1835,0,2019,2,899000,5,880000
3,3,0,1394,1,1835,0,2019,2,875000,5,880000
3.25,4,1,17416,2,2856,237,1931,90,1995000,5,1995000
3.25,5,1,33220,3,3960,0,1934,87,1798000,1,1720000
3.25,4,2,50480,2,3800,0,1956,65,1950000,1,1800000
3.25,5,3,19969,3,4692,1314,1961,60,1788000,2,1632500
3.25,4,2,7789,2,3230,0,1963,58,1250000,5,1140000
3.25,3,3,67082,2,3246,680,1963,58,1700000,1,1655000
3.25,5,1,8527,3,1860,0,1964,57,700000,1,728000
3.25,5,1,7200,2,2760,0,1965,56,925000,1,900000
3.25,6,2,8700,3,2710,0,1967,54,1100000,1,1000000
3.25,4,2,25265,3,2767,0,1967,54,1699800,2,1628000
3.25,4,2,11689,2,2340,122,1967,54,889000,1,850000
3.25,5,2,13145,2,3540,0,1968,53,1575000,1,1913000
3.25,4,1,8500,2,2290,0,1969,52,1029000,5,1090000
3.25,4,2,42253,2,3373,0,1973,48,1495000,1,1400000
3.25,4,0,24367,2,3600,0,1974,47,1699950,1,1615000
3.25,4,2,12000,2,3167,0,1975,46,850000,1,820000
3.25,5,1,10620,3,3938,0,1976,45,1198888,1,1200000
3.25,4,3,20813,3,4080,0,1976,45,1298000,5,1280000
3.25,4,2,7597,2,2450,0,1977,44,1478000,1,1535000
3.25,4,3,8950,3,3460,0,1978,43,1545000,1,1565000
3.25,4,2,10453,0,2390,0,1978,43,1100000,1,1100000
3.25,5,2,12350,3,3310,0,1978,43,1200000,5,1170000
3.25,5,4,20909,3,4279,0,1979,42,2188000,1,1890000
3.25,5,2,13766,3,3990,0,1979,42,1050000,1,1208000
3.25,5,3,13068,3,4230,0,1981,40,1598675,1,1625000
3.25,5,2,16503,2,4916,90,1982,39,1688000,1,1630000
3.25,4,1,9977,2,3240,0,1982,39,1438000,1,1475000
3.25,4,3,47916,2,4020,0,1983,38,1660000,1,1610000
3.25,4,2,7964,2,2540,0,1984,37,998950,5,993000
3.25,4,4,14710,3,4240,0,1984,37,1895000,1,1850000
3.25,5,2,15327,2,3870,0,1985,36,1800000,1,1820000
3.25,5,2,8250,2,3810,0,1988,33,1423800,1,1399800
3.25,4,3,35002,3,4310,0,1989,32,1650000,5,1600000
3.25,4,3,34230,3,4240,0,1990,31,1988800,1,1830000
3.25,4,2,27331,3,3420,0,1991,30,1880000,1,1775100
3.25,5,1,10138,3,4490,0,1994,27,1350000,1,1370000
3.25,4,2,9277,3,4368,0,1996,25,1400000,1,1385000
3.25,5,3,15246,3,4322,0,1996,25,1499900,1,1390000
3.25,4,3,11514,3,4137,660,1996,25,1788000,1,1710000
3.25,4,2,11366,3,4632,0,1996,25,1945000,1,1900000
3.25,3,1,3064,2,2020,0,1996,25,775000,1,825000
3.25,4,2,9768,3,4070,0,1998,23,1699000,1,1500000
3.25,4,2,11491,3,3680,0,1999,22,1749000,1,1680000
3.25,4,2,15124,3,3890,0,1999,22,1875000,1,1775000
3.25,4,2,10541,3,3460,0,2002,19,1995000,1,1850000
3.25,4,3,10679,4,3340,0,2003,18,1367000,1,1339660
3.25,4,3,15390,3,5138,0,2006,15,1899000,1,1680000
3.25,4,1,6797,3,3350,0,2006,15,1295000,5,1295000
3.25,4,1,11857,2,3714,0,2007,14,1400000,1,1340000
3.25,5,1,7385,3,3420,0,2008,13,1550000,1,1425000
3.25,5,2,13139,3,3200,0,2011,10,1350000,1,1335000
3.25,5,1,3954,2,3213,0,2011,10,1219000,1,1175000
3.25,4,1,3661,2,2426,0,2013,8,1048000,5,1100000
3.25,5,1,11170,2,3438,0,2014,7,1499000,1,1450000
3.25,4,1,423885,2,2892,0,2014,7,1029999,5,1015000
3.25,4,1,5460,2,2958,0,2014,7,1200000,5,1250000
3.25,5,2,8113,2,3580,0,2015,6,1898000,1,1500000
3.25,5,1,15000,2,3629,621,2016,5,2198000,1,1950000
3.25,5,1,8112,3,3344,0,2018,3,1798000,1,1625000
3.25,4,1,5078,2,3290,0,2018,3,1229900,5,1199900
3.25,4,1,5078,2,3290,0,2018,3,1204900,5,1209330
3.25,4,1,5504,2,2566,0,2018,3,1307900,5,1270900
3.25,4,1,6001,2,3297,0,2018,3,1279900,5,1285000
